Year,Corruption,GDP per Capita,SocialSupport,LifeExpectancy,Freedom,Generosity,HappinessScore
2017,0.0089648161083459,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,6.16800022125244
2017,0.215159550309181,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,6.10500001907349
2017,0.0242108516395092,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,6.09800004959106
2017,0.257042169570923,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,6.08699989318848
2017,0.0656007081270218,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,6.08400011062622
2017,0.130687981843948,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,6.07100009918213
2017,0.140134647488594,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,6.00799989700317
2017,0.0899809598922729,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,6.00299978256226
2017,0.0593078061938286,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,5.97300004959106
2017,0.246528223156929,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,5.97100019454956
2017,0.0280280914157629,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,5.96400022506714
2017,0.0329628810286522,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,5.96299982070923
2017,0.0965810716152191,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,5.95599985122681
2017,0.163760736584663,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,5.92000007629395
2017,0.0118656428530812,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,5.90199995040894
2017,0.146096110343933,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,5.87200021743774
2017,0.0738427266478539,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,5.84999990463257
2017,0.0632826685905457,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,5.83799982070923
2017,0.0100912861526012,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,5.83799982070923
2017,0.00438790069893,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,5.82499980926514
2017,0.0604777261614799,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,5.82299995422363
2017,0.259270340204239,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,5.82200002670288
2017,0.119282886385918,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,5.81899976730347
2017,0.155353352427483,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,5.80999994277954
2017,0.0451289787888527,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,5.75799989700317
2017,0.0470490865409374,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,5.71500015258789
2017,0.0421815551817417,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.360933750867844,5.62900018692017
2017,0.0412379764020443,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,5.62099981307983
2017,0.183248922228813,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,5.61100006103516
2017,0.156313821673393,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,5.56899976730347
2017,0.0926102101802826,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,5.52500009536743
2017,0.0996715798974037,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,5.5
2017,0.091065913438797,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,5.49300003051758
2017,0.293933749198914,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,5.47200012207031
2017,0.0993318930268288,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,5.42999982833862
2017,0.0409037806093693,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,5.39499998092651
2017,0.11980327218771,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,5.33599996566772
2017,0.0366369374096394,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,5.32399988174438
2017,0.0552677810192108,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,5.31099987030029
2017,0.0431031100451946,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,5.29300022125244
2017,0.0574716180562973,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,5.27899980545044
2017,0.0227942746132612,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,5.27299976348877
2017,0.124348066747189,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,5.26900005340576
2017,0.0153171354904771,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,5.26200008392334
2017,0.0644911229610443,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,5.25
2017,0.0881741940975189,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,5.23699998855591
2017,0.0877631828188896,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,5.2350001335144
2017,0.180987507104874,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,5.23400020599365
2017,0.113945253193378,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,5.23000001907349
2017,0.04328977689147,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,5.22700023651123
2017,0.037513829767704,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,5.22499990463257
2017,0.0158694516867399,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,5.19500017166138
2017,0.0,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,5.18200016021729
2017,0.0733454525470734,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,5.18100023269653
2017,0.0602777935564518,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,5.17500019073486
2017,0.282410323619843,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,5.15100002288818
2017,0.0876332372426987,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,5.07399988174438
2017,0.0261215660721064,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,5.07399988174438
2017,0.146377146244049,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,5.04099988937378
2017,0.173380389809608,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,5.01100015640259
2017,0.0394391790032387,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,5.00400018692017
2017,0.0729755461215973,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,4.96199989318848
2017,0.0329022891819477,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,4.95499992370605
2017,0.0725094974040985,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,4.8289999961853
2017,0.0867231488227844,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,4.80499982833862
2017,0.0892826020717621,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,4.77500009536743
2017,0.114381365478039,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.128631442785263,4.7350001335144
2017,0.0110515309497714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,4.71400022506714
2017,0.0710951760411263,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.293040901422501,4.70900011062622
2017,0.0513066314160824,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,4.69500017166138
2017,0.048761073499918,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,4.69199991226196
2017,0.0398642159998417,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,4.64400005340576
2017,0.123717859387398,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,4.60799980163574
2017,0.0931469723582268,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,4.57399988174438
2017,0.0646413192152977,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,4.55299997329712
2017,0.179436385631561,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,4.55000019073486
2017,0.188816204667091,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.838075160980225,4.54500007629395
2017,0.115460447967052,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,4.53499984741211
2017,0.0782135501503944,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,4.51399993896484
2017,0.107215754687786,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,4.49700021743774
2017,0.0760467872023582,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,4.46500015258789
2017,0.165455713868141,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,4.46000003814697
2017,0.0736539661884308,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,4.44000005722046
2017,0.0266744215041399,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,4.37599992752075
2017,0.0922268852591515,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,4.31500005722046
2017,0.136957004666328,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,4.29199981689453
2017,0.0796181336045265,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.120852127671242,4.29099988937378
2017,0.251666635274887,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,4.28599977493286
2017,0.0602413564920425,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,4.28000020980835
2017,0.104970246553421,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,4.19000005722046
2017,0.130061775445938,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.201237469911575,4.17999982833862
2017,0.0681059509515762,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,4.16800022125244
2017,0.089847519993782,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,4.13899993896484
2017,0.0253363698720932,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,4.11999988555908
2017,0.0230294708162546,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,4.09600019454956
2017,0.057069718837738,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,4.08099985122681
2017,0.120328105986118,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,4.03200006484985
2017,0.138572946190834,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,4.02799987792969
2017,0.0727116540074348,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.287170469760895,3.97000002861023
2017,0.0535818822681904,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,3.93600010871887
2017,0.0953753814101219,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,3.875
2017,0.119094640016556,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,3.80800008773804
2017,0.0697203353047371,0.858428180217743,1.10441195964813,0.0498686656355858,0.0,0.097926490008831,3.79500007629395
2017,0.0611578300595284,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.311870932579041,3.79399991035461
2017,0.0985831990838051,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,3.76600003242493
2017,0.0609290152788162,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,3.65700006484985
2017,0.0672319754958153,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.208732530474663,3.64400005340576
2017,0.0998721495270729,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.489203780889511,3.6029999256134
2017,0.0567674227058887,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.104125209152699,3.59299993515015
2017,0.116793513298035,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,3.59100008010864
2017,0.0389482490718365,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.26654988527298,3.53299999237061
2017,0.110937617719173,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.264815092086792,3.50699996948242
2017,0.0956650152802467,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.196896150708199,3.49499988555908
2017,0.455220013856888,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.252756029367447,3.47099995613098
2017,0.151347130537033,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.493663728237152,3.46199989318848
2017,0.0660351067781448,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,3.34899997711182
2017,0.0841479450464249,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.204435184597969,2.90499997138977
2017,0.0565650761127472,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,2.69300007820129
2018,0.393,1.305,1.592,0.874,0.681,0.202,7.632
2018,0.34,1.456,1.582,0.861,0.686,0.286,7.594
2018,0.408,1.351,1.59,0.868,0.683,0.284,7.555
2018,0.138,1.343,1.644,0.914,0.677,0.353,7.495
2018,0.357,1.42,1.549,0.927,0.66,0.256,7.487
2018,0.295,1.361,1.488,0.878,0.638,0.333,7.441
2018,0.291,1.33,1.532,0.896,0.653,0.321,7.328
2018,0.389,1.268,1.601,0.876,0.669,0.365,7.324
2018,0.383,1.355,1.501,0.913,0.659,0.285,7.314
2018,0.302,1.34,1.573,0.91,0.647,0.361,7.272
2018,0.082,1.244,1.433,0.888,0.464,0.262,7.19
2018,0.224,1.341,1.504,0.891,0.617,0.242,7.139
2018,0.101,1.01,1.459,0.817,0.632,0.143,7.072
2018,0.306,1.448,1.583,0.876,0.614,0.307,6.977
2018,0.28,1.34,1.474,0.861,0.586,0.273,6.965
2018,0.24,1.324,1.483,0.894,0.583,0.188,6.927
2018,0.321,1.576,1.52,0.896,0.632,0.196,6.91
2018,0.133,1.398,1.471,0.819,0.547,0.291,6.886
2018,0.272,1.301,1.559,0.883,0.533,0.354,6.814
2018,,2.096,0.776,0.67,0.284,0.186,6.774
2018,0.034,1.233,1.489,0.854,0.543,0.064,6.711
2018,0.142,1.27,1.525,0.884,0.645,0.376,6.627
2018,0.176,1.293,1.466,0.908,0.52,0.098,6.489
2018,0.095,1.038,1.252,0.761,0.479,0.069,6.488
2018,0.061,1.131,1.331,0.808,0.431,0.197,6.476
2018,0.078,1.365,1.436,0.857,0.418,0.151,6.441
2018,0.063,1.112,1.438,0.759,0.597,0.125,6.43
2018,0.088,0.986,1.474,0.675,0.493,0.11,6.419
2018,0.054,1.073,1.468,0.744,0.57,0.062,6.388
2018,0.071,0.781,1.268,0.608,0.604,0.179,6.382
2018,0.155,1.093,1.459,0.771,0.625,0.13,6.379
2018,0.171,1.649,1.303,0.748,0.654,0.256,6.374
2018,0.127,1.379,1.331,0.633,0.509,0.098,6.371
2018,0.457,1.529,1.451,1.008,0.631,0.261,6.343
2018,0.059,1.161,1.258,0.669,0.356,0.311,6.322
2018,0.074,1.251,1.538,0.965,0.449,0.142,6.31
2018,0.039,0.96,1.439,0.635,0.531,0.099,6.26
2018,0.019,1.223,1.492,0.564,0.575,0.171,6.192
2018,0.014,1.21,1.537,0.776,0.354,0.118,6.173
2018,0.082,0.806,1.231,0.639,0.461,0.065,6.167
2018,0.128,0.668,1.319,0.7,0.527,0.208,6.141
2018,0.064,1.176,1.448,0.781,0.546,0.108,6.123
2018,0.123,1.338,1.366,0.698,0.594,0.243,6.105
2018,0.259,0.719,1.584,0.605,0.724,0.328,6.096
2018,0.106,1.474,1.301,0.675,0.554,0.167,6.083
2018,0.029,1.016,1.417,0.707,0.637,0.364,6.072
2018,0.028,1.264,1.501,0.946,0.281,0.137,6.0
2018,0.12,0.889,1.33,0.736,0.556,0.114,5.973
2018,0.089,0.807,1.101,0.474,0.593,0.183,5.956
2018,0.006,1.197,1.527,0.716,0.35,0.026,5.952
2018,0.051,1.219,1.506,0.856,0.633,0.16,5.948
2018,0.001,1.116,1.219,0.726,0.528,0.088,5.945
2018,0.066,1.148,1.454,0.671,0.363,0.092,5.933
2018,0.15,1.294,1.462,0.988,0.553,0.079,5.915
2018,0.05,1.09,1.387,0.684,0.584,0.245,5.891
2018,0.031,0.819,1.493,0.693,0.575,0.096,5.89
2018,0.051,1.266,1.204,0.955,0.244,0.175,5.875
2018,0.154,1.229,1.211,0.909,0.495,0.179,5.835
2018,0.025,1.151,1.479,0.599,0.399,0.065,5.81
2018,0.121,1.143,1.516,0.631,0.454,0.148,5.79
2018,0.035,1.229,1.191,0.909,0.423,0.202,5.762
2018,0.054,0.751,1.223,0.508,0.606,0.141,5.752
2018,0.174,1.2,1.532,0.737,0.553,0.086,5.739
2018,0.074,0.835,1.522,0.615,0.541,0.162,5.681
2018,0.034,0.934,1.249,0.674,0.53,0.092,5.663
2018,0.023,0.855,1.23,0.578,0.448,0.274,5.662
2018,0.0,0.657,1.301,0.62,0.232,0.171,5.64
2018,0.037,1.016,1.533,0.517,0.417,0.199,5.636
2018,0.022,1.171,1.401,0.732,0.259,0.061,5.62
2018,0.148,0.985,1.35,0.553,0.496,0.116,5.566
2018,0.105,0.775,1.312,0.513,0.643,0.12,5.524
2018,0.074,0.62,1.205,0.622,0.459,0.197,5.504
2018,0.154,1.039,1.498,0.7,0.307,0.101,5.483
2018,0.109,1.148,1.38,0.686,0.324,0.106,5.483
2018,0.113,0.652,0.81,0.424,0.334,0.216,5.472
2018,0.291,1.405,1.29,1.03,0.524,0.246,5.43
2018,0.017,1.188,1.429,0.884,0.562,0.055,5.41
2018,0.043,0.975,1.369,0.685,0.288,0.134,5.398
2018,0.044,1.154,1.202,0.879,0.131,0.0,5.358
2018,0.136,0.965,1.179,0.785,0.503,0.214,5.358
2018,0.081,1.017,1.279,0.729,0.259,0.111,5.347
2018,0.039,1.115,1.161,0.737,0.38,0.12,5.321
2018,0.106,0.982,1.441,0.614,0.578,0.12,5.302
2018,0.135,0.979,1.154,0.687,0.077,0.055,5.295
2018,0.074,0.779,0.797,0.669,0.46,0.026,5.254
2018,0.103,0.989,1.142,0.799,0.597,0.029,5.246
2018,0.176,1.024,1.161,0.603,0.43,0.031,5.201
2018,0.034,0.474,1.166,0.598,0.292,0.187,5.199
2018,0.052,0.959,1.239,0.691,0.394,0.173,5.185
2018,0.134,0.822,1.265,0.645,0.468,0.13,5.161
2018,0.032,0.689,1.172,0.048,0.462,0.201,5.155
2018,0.035,0.53,1.416,0.594,0.54,0.281,5.131
2018,0.0,0.915,1.078,0.758,0.28,0.216,5.129
2018,0.032,0.914,1.517,0.575,0.395,0.253,5.125
2018,0.079,0.715,1.365,0.702,0.618,0.177,5.103
2018,0.018,0.899,1.215,0.522,0.538,0.484,5.093
2018,0.171,0.796,1.335,0.527,0.541,0.364,5.082
2018,0.282,0.0,0.712,0.115,0.674,0.238,4.982
2018,0.043,0.535,0.891,0.182,0.454,0.183,4.975
2018,0.009,1.054,1.515,0.712,0.359,0.064,4.933
2018,0.078,0.425,1.228,0.539,0.526,0.302,4.88
2018,0.052,0.996,1.469,0.657,0.133,0.056,4.806
2018,0.052,1.036,1.164,0.404,0.356,0.032,4.758
2018,0.076,0.642,1.217,0.602,0.266,0.086,4.743
2018,0.056,0.94,1.41,0.33,0.516,0.103,4.724
2018,0.129,1.059,0.771,0.691,0.459,0.282,4.707
2018,0.103,0.541,0.872,0.08,0.467,0.146,4.671
2018,0.029,0.592,0.896,0.337,0.499,0.212,4.657
2018,0.082,0.429,1.117,0.433,0.406,0.138,4.631
2018,0.174,0.72,1.034,0.441,0.626,0.23,4.623
2018,0.063,0.9,0.906,0.69,0.271,0.04,4.592
2018,0.032,0.916,0.817,0.79,0.419,0.149,4.586
2018,0.053,0.256,0.813,0.0,0.355,0.238,4.571
2018,0.077,0.682,0.811,0.343,0.514,0.091,4.559
2018,0.144,0.532,0.85,0.579,0.58,0.153,4.5
2018,0.05,0.918,1.314,0.672,0.585,0.307,4.471
2018,0.095,1.01,0.971,0.536,0.304,0.148,4.456
2018,0.056,0.37,1.233,0.152,0.367,0.139,4.447
2018,0.064,0.874,1.281,0.365,0.519,0.051,4.441
2018,0.065,0.549,1.088,0.457,0.696,0.256,4.433
2018,0.128,0.314,1.097,0.254,0.312,0.175,4.424
2018,0.107,0.885,1.025,0.553,0.312,0.092,4.419
2018,0.158,0.198,0.902,0.173,0.531,0.206,4.417
2018,0.055,0.493,1.048,0.454,0.504,0.352,4.41
2018,0.082,0.562,1.047,0.295,0.503,0.221,4.377
2018,0.093,0.557,1.245,0.292,0.129,0.134,4.356
2018,0.146,0.308,0.95,0.391,0.452,0.22,4.35
2018,0.215,0.853,0.592,0.643,0.375,0.038,4.34
2018,0.028,0.816,0.99,0.666,0.26,0.077,4.321
2018,0.178,0.682,1.174,0.429,0.58,0.598,4.308
2018,0.06,0.358,0.907,0.053,0.189,0.181,4.301
2018,0.052,0.069,1.136,0.204,0.312,0.197,4.245
2018,0.093,0.721,0.747,0.485,0.539,0.172,4.19
2018,0.099,0.131,0.867,0.221,0.39,0.175,4.166
2018,0.061,0.322,1.09,0.237,0.45,0.259,4.161
2018,0.067,0.378,0.372,0.24,0.44,0.163,4.141
2018,0.082,0.605,1.24,0.312,0.016,0.134,4.139
2018,0.011,0.793,1.413,0.609,0.163,0.187,4.103
2018,0.101,0.259,0.474,0.253,0.434,0.158,3.999
2018,0.094,0.344,0.792,0.211,0.394,0.185,3.964
2018,0.112,0.472,1.215,0.079,0.423,0.116,3.808
2018,0.061,0.73,1.125,0.269,0.0,0.079,3.795
2018,0.049,0.262,0.908,0.402,0.221,0.155,3.774
2018,0.099,0.357,1.094,0.248,0.406,0.132,3.692
2018,0.036,0.332,0.537,0.255,0.085,0.191,3.632
2018,0.092,1.017,1.174,0.417,0.557,0.042,3.59
2018,0.08,0.186,0.541,0.306,0.531,0.21,3.587
2018,0.104,0.315,0.714,0.289,0.025,0.392,3.582
2018,0.03,0.076,0.858,0.267,0.419,0.206,3.495
2018,0.144,0.689,0.382,0.539,0.088,0.376,3.462
2018,0.444,0.332,0.896,0.4,0.636,0.2,3.408
2018,0.064,0.442,1.073,0.343,0.244,0.083,3.355
2018,0.097,0.455,0.991,0.381,0.481,0.27,3.303
2018,0.106,0.337,0.608,0.177,0.112,0.224,3.254
2018,0.038,0.024,0.0,0.01,0.305,0.218,3.083
2018,0.076,0.091,0.627,0.145,0.065,0.149,2.905
2019,0.393,1.34,1.587,0.986,0.596,0.153,7.769
2019,0.41,1.383,1.573,0.996,0.592,0.252,7.6
2019,0.341,1.488,1.582,1.028,0.603,0.271,7.554
2019,0.118,1.38,1.624,1.026,0.591,0.354,7.494
2019,0.298,1.396,1.522,0.999,0.557,0.322,7.488
2019,0.343,1.452,1.526,1.052,0.572,0.263,7.48
2019,0.373,1.387,1.487,1.009,0.574,0.267,7.343
2019,0.38,1.303,1.557,1.026,0.585,0.33,7.307
2019,0.308,1.365,1.505,1.039,0.584,0.285,7.278
2019,0.226,1.376,1.475,1.016,0.532,0.244,7.246
2019,0.29,1.372,1.548,1.036,0.557,0.332,7.228
2019,0.093,1.034,1.441,0.963,0.558,0.144,7.167
2019,0.082,1.276,1.455,1.029,0.371,0.261,7.139
2019,0.316,1.609,1.479,1.012,0.526,0.194,7.09
2019,0.278,1.333,1.538,0.996,0.45,0.348,7.054
2019,0.31,1.499,1.553,0.999,0.516,0.298,7.021
2019,0.265,1.373,1.454,0.987,0.495,0.261,6.985
2019,0.21,1.356,1.504,0.986,0.473,0.16,6.923
2019,0.128,1.433,1.457,0.874,0.454,0.28,6.892
2019,0.036,1.269,1.487,0.92,0.457,0.046,6.852
2019,0.182,1.503,1.31,0.825,0.598,0.262,6.825
2019,0.151,1.3,1.52,0.999,0.564,0.375,6.726
2019,0.073,1.07,1.323,0.861,0.433,0.074,6.595
2019,0.183,1.324,1.472,1.045,0.436,0.111,6.592
2019,0.097,1.368,1.43,0.914,0.351,0.242,6.446
2019,0.056,1.159,1.369,0.92,0.357,0.187,6.444
2019,0.078,0.8,1.269,0.746,0.535,0.175,6.436
2019,0.132,1.403,1.357,0.795,0.439,0.08,6.375
2019,0.167,1.684,1.313,0.871,0.555,0.22,6.374
2019,0.079,1.286,1.484,1.062,0.362,0.153,6.354
2019,0.054,1.149,1.442,0.91,0.516,0.109,6.321
2019,0.086,1.004,1.439,0.802,0.39,0.099,6.3
2019,0.15,1.124,1.465,0.891,0.523,0.127,6.293
2019,0.453,1.572,1.463,1.141,0.556,0.271,6.262
2019,0.074,0.794,1.242,0.789,0.43,0.093,6.253
2019,0.03,1.294,1.488,1.039,0.231,0.158,6.223
2019,0.11,1.362,1.368,0.871,0.536,0.255,6.199
2019,0.014,1.246,1.504,0.881,0.334,0.121,6.198
2019,0.016,1.231,1.477,0.713,0.489,0.185,6.192
2019,0.05,1.206,1.438,0.884,0.483,0.117,6.182
2019,0.24,0.745,1.529,0.756,0.631,0.322,6.174
2019,0.042,1.238,1.515,0.818,0.291,0.043,6.149
2019,0.034,0.985,1.41,0.841,0.47,0.099,6.125
2019,0.057,1.258,1.523,0.953,0.564,0.144,6.118
2019,0.127,0.694,1.325,0.835,0.435,0.2,6.105
2019,0.006,0.882,1.232,0.758,0.489,0.262,6.1
2019,0.05,1.092,1.432,0.881,0.471,0.066,6.086
2019,0.005,1.162,1.232,0.825,0.462,0.083,6.07
2019,0.041,1.263,1.223,1.042,0.406,0.19,6.046
2019,0.087,0.912,1.312,0.868,0.498,0.126,6.028
2019,0.097,1.5,1.319,0.808,0.493,0.142,6.021
2019,0.028,1.05,1.409,0.828,0.557,0.359,6.008
2019,0.064,1.187,1.465,0.812,0.264,0.075,5.94
2019,0.056,1.301,1.219,1.036,0.159,0.175,5.895
2019,0.161,1.237,1.528,0.874,0.495,0.103,5.893
2019,0.028,0.831,1.478,0.831,0.49,0.107,5.89
2019,0.06,1.12,1.402,0.798,0.498,0.215,5.888
2019,0.14,1.327,1.419,1.088,0.445,0.069,5.886
2019,0.078,0.642,1.236,0.828,0.507,0.246,5.86
2019,0.096,1.173,1.508,0.729,0.41,0.146,5.809
2019,0.064,0.776,1.209,0.706,0.511,0.137,5.779
2019,0.02,1.201,1.41,0.828,0.199,0.081,5.758
2019,0.08,0.855,1.475,0.777,0.514,0.184,5.743
2019,0.162,1.263,1.252,1.042,0.417,0.191,5.718
2019,0.027,0.96,1.274,0.854,0.455,0.083,5.697
2019,0.025,1.221,1.431,0.999,0.508,0.047,5.693
2019,0.098,0.677,0.886,0.535,0.313,0.22,5.653
