Year,Corruption,GDP per Capita,SocialSupport,LifeExpectancy,Freedom,Generosity,HappinessScore
2016,0.26248,1.42539,1.05249,0.81959,0.51354,0.2424,6.929
2016,0.29754,1.48341,1.16157,0.81455,0.54008,0.44963,6.907
2016,0.35329,1.69752,1.03999,0.84542,0.5487,0.27571,6.871
2016,0.18355,1.11508,0.7146,0.71143,0.37709,0.11735,6.778
2016,0.46987,1.64555,0.86758,0.94719,0.4877,0.32706,6.739
2016,0.27399,1.40283,1.08672,0.80991,0.50036,0.50156,6.725
2016,0.11451,1.2167,0.90587,0.81883,0.37789,0.31595,6.705
2016,0.08423,1.18306,0.98912,0.70835,0.48927,0.2418,6.701
2016,0.07296,1.15137,1.06612,0.69711,0.42284,0.10989,6.65
2016,0.03986,1.30915,1.00793,0.76376,0.41418,0.09929,6.596
2016,0.35561,1.57352,0.87114,0.72993,0.56215,0.26591,6.573
2016,0.21394,1.18157,1.03143,0.72183,0.54388,0.18056,6.545
2016,0.17554,1.30782,1.09879,0.80315,0.54994,0.56237,6.488
2016,0.05399,1.03032,1.02169,0.59659,0.44735,0.15626,6.481
2016,0.17808,1.39488,1.00508,0.83795,0.46562,0.1216,6.478
2016,0.02833,1.0893,1.04477,0.64915,0.49553,0.58696,6.474
2016,0.30008,1.48953,0.84829,0.59267,0.37904,0.15457,6.379
2016,0.0663,1.39729,0.92624,0.79565,0.32377,0.25495,6.379
2016,0.48049,1.82427,0.87964,0.71723,0.56679,0.32388,6.375
2016,0.06137,1.34253,1.12945,0.87896,0.37545,0.17665,6.361
2016,0.16157,1.05266,0.83309,0.61804,0.21006,0.07044,6.355
2016,0.08701,0.83454,0.87119,0.54039,0.50379,0.28808,6.324
2016,0.12692,1.09686,0.77866,0.50933,0.52234,0.16665,6.269
2016,0.23669,1.61714,0.87758,0.63569,0.43166,0.15965,6.239
2016,0.25772,1.44024,0.94397,0.65696,0.47375,0.17147,6.218
2016,0.01241,1.32572,0.98569,0.52608,0.48453,0.31935,6.168
2016,0.08304,1.13367,1.03302,0.61904,0.19847,0.0425,6.084
2016,0.02947,1.27973,1.08268,0.70367,0.23391,0.13837,6.078
2016,0.10613,0.8737,0.80975,0.596,0.37269,0.08877,6.068
2016,0.09081,1.25142,0.88025,0.62366,0.39031,0.41474,6.005
2016,0.16292,0.69384,0.89521,0.65213,0.46582,0.29773,5.992
2016,0.28333,0.73591,1.1681,0.50163,0.60848,0.34326,5.987
2016,0.02556,1.35495,1.04167,0.85102,0.18827,0.16684,5.977
2016,0.18037,0.97306,0.85974,0.68613,0.4027,0.10074,5.976
2016,0.10771,0.87616,0.68655,0.45569,0.51231,0.23684,5.956
2016,0.18985,1.38007,1.06054,0.91491,0.46761,0.10224,5.921
2016,0.11132,1.22943,0.95544,0.57386,0.4052,0.15011,5.919
2016,0.01903,0.69177,0.83132,0.52309,0.25202,0.19997,5.897
2016,0.03586,1.23228,1.05261,0.58991,0.32682,0.02736,5.856
2016,0.055,1.24585,1.04685,0.69058,0.4519,0.14443,5.835
2016,0.07716,1.35948,0.72194,0.88645,0.25168,0.18824,5.835
2016,0.07746,0.79422,0.83779,0.4697,0.50961,0.21698,5.822
2016,0.0182,1.2692,1.06411,0.64674,0.18929,0.02025,5.813
2016,0.17457,1.13062,1.04993,0.63104,0.29091,0.13942,5.802
2016,0.16578,1.31141,0.81826,0.84142,0.43596,0.26322,5.771
2016,0.03635,1.29947,1.05613,0.79151,0.53164,0.25738,5.768
2016,0.05292,0.99602,0.81255,0.62994,0.37502,0.14527,5.743
2016,0.28467,1.08017,1.03817,0.44006,0.37408,0.22567,5.658
2016,0.05203,1.14372,0.75695,0.66189,0.46145,0.36951,5.648
2016,0.10339,1.06688,0.95076,0.52304,0.40672,0.17087,5.615
